Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,,Hashtags,Mentions,Media Type
GILD,"Gilead, Jounce enter exclusive license agreement for JTX-1811 program
$GILD $JNCE",??lgo Bot,01/09/2020,0,0,Tweet,,0,0,
GILD,"$GILD Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Pr
From our Stock News Alerts App",$Stocknewsalerts,01/09/2020,0,0,Tweet,,0,0,
GILD,"$GILD initial investment $120M, $JNCE Mcap $157M",Ani Anirudhan,01/09/2020,1,0,Tweet,,0,0,
GILD,"$GILD [15s. delayed]: Issued Press Release on September 01, 08:30:00: Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program https://t.co/8LWcWWVPuJ",Flash Alert,01/09/2020,0,0,Tweet,,0,0,
GILD,$JNCE $GILD Up to $685m in milestones,Michelle Solly,01/09/2020,2,0,Reply,,0,0,
GILD,Characteristic. $GILD #Gilead https://t.co/dnj7atcXqn,Michel Doepke,01/09/2020,0,0,Tweet,,1,0,
GILD,"$JNCE $GILD Deal is for JTX-1811, antibody targeting CCR8

Gilead to Make $85 Million Upfront Payment and $35 Million Equity Investment",Michelle Solly,01/09/2020,2,0,Reply,,0,0,
GILD,@caetuscap another shit deal for $gild my god mgt sucks,DailyTrader,01/09/2020,0,0,Reply,,0,1,
GILD,"$JNCE $GILD Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program

https://t.co/Ht9phSKzhm",Michelle Solly,01/09/2020,16,9,Tweet,,0,0,
GILD,"RT @zbiotech : $GILD $JNCE Announce Exclusive License Agreement for Novel Immunotherapy Program

– Gilead Will Have Exclusive Rights to Develop and Commercialize Anti-CCR8 Antibody –

– Gilead to Make $85 Million Upfront Payment and $35 Million Equity Investment –",B I O T E C H ...,01/09/2020,0,0,Retweet,,0,0,
GILD,"*GILEAD SCIENCES &amp; JOUNCE IN PACT FOR IMMUNOTHERAPHY PROGRAM 
*GILEAD TO MAKE $85M UPFRONT PAYMENT &amp; $35M EQUITY INVESTMENT  $JNCE $GILD",CÆTUS,01/09/2020,2,0,Tweet,,0,0,
GILD,$GILD also doing $35M equity investment $JNCE,BiotechValues,01/09/2020,2,0,Tweet,,0,0,
GILD,"?News Alert? $GILD
 08:30:00AM Headline: Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program#stocks #daytrading #stockmarket #trading #pennystocks #tips #daytrading #finance #nasdaq #nyse #amex #trader #money",Pre Market Gappers,01/09/2020,0,0,Tweet,,12,0,
GILD,"RT @zbiotech : $GILD $JNCE Announce Exclusive License Agreement for Novel Immunotherapy Program

– Gilead Will Have Exclusive Rights to Develop and Commercialize Anti-CCR8 Antibody –

– Gilead to Make $85 Million Upfront Payment and $35 Million Equity Investment –","`((,(Dieter 'Hovekamp)))",01/09/2020,0,0,Retweet,,0,0,
GILD,Another blockbuster deal for $gild ?? https://t.co/j1tf4L0hVR,BIO NEWMAN,01/09/2020,8,0,Tweet,,0,0,
GILD,"RT @BioRunUp : $GILD $JNCE Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program

– Gilead to Make $85 Million Upfront Payment and $35 Million Equity Investment –",Ma Mechanic,01/09/2020,0,0,Retweet,,0,0,
GILD,"$GILD $JNCE Announce Exclusive License Agreement for Novel Immunotherapy Program

– Gilead Will Have Exclusive Rights to Develop and Commercialize Anti-CCR8 Antibody –

– Gilead to Make $85 Million Upfront Payment and $35 Million Equity Investment –",zach,01/09/2020,10,6,Reply,,0,0,
GILD,RT @BioValues : $GILD deal with $JNCE $85M upfront,"`((,(Dieter 'Hovekamp)))",01/09/2020,0,0,Retweet,,0,0,
GILD,"$GILD $JNCE Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program

– Gilead to Make $85 Million Upfront Payment and $35 Million Equity Investment –",BioRunUp,01/09/2020,12,9,Tweet,,0,0,
GILD,$GILD deal with $JNCE $85M upfront,BiotechValues,01/09/2020,6,1,Tweet,,0,0,
GILD,"NEWS13: Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program, $GILD",Umair Subhani,01/09/2020,0,0,Tweet,,0,0,
GILD,"NEWS15: Gilead Sciences and Jounce Therapeutics Announce Exclusive License Agreement for Novel Immunotherapy Program, $GILD",Umair Subhani,01/09/2020,0,0,Tweet,,0,0,
GILD,$ALEC $CHNGU $BOLD $CHGCY $ANVS $PRVB $JNCE $VTGN $CYTK $XLRN $ARAV $ABYLY $REGN $DSNKY $TLGT $APOP $CAPR $GILD $MTD $SGYP $MGNX $BCLI $NEOG $SLP $ORINY $NLNK $CDTX $HZNP $TAIPY $KRTX $NDRA $DBVT $APNHY $GCVRZ $BLRX $PTE $HOOK $BCAC $SBIO $ENDP $RVNC $AUPH $PBYI $AXGN $BVXV $ORMP https://t.co/7vdMAaSWT4,Gerszon,01/09/2020,0,0,Tweet,,0,0,photo
GILD,RT @lqmt3 : $RDGL VIVOS INC to present at The Virtual Investor Conference LD Micro - 360 Companies Set to Present this Week | NASDAQ $ABBV $ROG $BIIB $PFE $JNJ $LLY $GSK $MRK $SAN $AZN $BMS $RHHBY $GILD $NOVN $NVS $WOOF $EUZ $EKTAY $ISR  https://t.co/qRzl26iKxS,Aquaholic,01/09/2020,0,0,Retweet,,0,0,
GILD,"RT @EmergingGrowth1 : $GLUC Glucose Health (GLUC) Expanded Inventory to Meet Consumer Demand Plus all New GLUCODOWN® “Enhanced Water” Beverages From Glucose Health, Inc.

Selling in: $CVS $WMT $AMZN

https://t.co/0NiztWrCUA

$MRK $GNCA $SYBX $XYN $REGN $RGNX $ABT $PG $AMGN $GSK $GILD $CELG $BIIB $VRTX",TheSubway,01/09/2020,0,0,Retweet,,0,0,
GILD,"RT @EmergingGrowth1 : $GLUC Glucose Health (GLUC) Expanded Inventory to Meet Consumer Demand Plus all New GLUCODOWN® “Enhanced Water” Beverages From Glucose Health, Inc.

Selling in: $CVS $WMT $AMZN

https://t.co/0NiztWrCUA

$MRK $GNCA $SYBX $XYN $REGN $RGNX $ABT $PG $AMGN $GSK $GILD $CELG $BIIB $VRTX",StockPromoters,01/09/2020,0,0,Retweet,,0,0,
GILD,"$GLUC Glucose Health (GLUC) Expanded Inventory to Meet Consumer Demand Plus all New GLUCODOWN® “Enhanced Water” Beverages From Glucose Health, Inc.

Selling in: $CVS $WMT $AMZN

https://t.co/0NiztWrCUA

$MRK $GNCA $SYBX $XYN $REGN $RGNX $ABT $PG $AMGN $GSK $GILD $CELG $BIIB $VRTX",EmergingGrowth.com,01/09/2020,1,2,Tweet,,0,0,
GILD,$RDGL VIVOS INC to present at The Virtual Investor Conference LD Micro - 360 Companies Set to Present this Week | NASDAQ $ABBV $ROG $BIIB $PFE $JNJ $LLY $GSK $MRK $SAN $AZN $BMS $RHHBY $GILD $NOVN $NVS $WOOF $EUZ $EKTAY $ISR  https://t.co/qRzl26iKxS,Ragnar,01/09/2020,5,1,Tweet,,0,0,
GILD,"RT @ZigzagmanTrader : $NAFS closed strong yesterday +9.24% near the high of day
https://t.co/UQLnfFJiGy $GE $F $NVAX $GILD $REGN $CYDY $GSK $SNY $MRK $PFE $MRNA $INO $VXRT $NNVC $COCP $VIR $CTSO $BIXT $NBIO $CPWY $AVXL $CGC $HEMP $MJNA $HEXO $TGODF $KSHB $CBDS $HRVSF $EMHTF $OGI $ALEAF $CBWTF $SPRWF https://t.co/bKLWDinDH6",EBC,01/09/2020,0,0,Retweet,,0,0,photo
GILD,"$NAFS closed strong yesterday +9.24% near the high of day
https://t.co/UQLnfFJiGy $GE $F $NVAX $GILD $REGN $CYDY $GSK $SNY $MRK $PFE $MRNA $INO $VXRT $NNVC $COCP $VIR $CTSO $BIXT $NBIO $CPWY $AVXL $CGC $HEMP $MJNA $HEXO $TGODF $KSHB $CBDS $HRVSF $EMHTF $OGI $ALEAF $CBWTF $SPRWF https://t.co/bKLWDinDH6",zigzagman,01/09/2020,2,1,Tweet,,0,0,photo
GILD,"2020-08-31 Top Buy Stocks:  $GILD,  $INSG,  $JWN,  $HPQ,  $NAT,  $NTAP,  $STX,  $YNDX  https://t.co/3GwdSxzTyO",Stoxline Investing,01/09/2020,0,0,Tweet,,0,0,
GILD,"2020-08-31 MACD(12, 26, 9) Bull Crossover Stocks:  $AVTR,  $DISH,  $GILD,  $MYL,  $TRV,  $VBIV  https://t.co/QldDXmE9y7",Stoxline Investing,01/09/2020,0,0,Tweet,,0,0,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",@FreedomRings,01/09/2020,0,0,Retweet,,0,0,photo
GILD,"$CYDY $GILD $BCRX $IBIO $SRNE

#cydy #cytodyn #pennystocks #covid19 #leronlimab #remdesivir

https://t.co/OccJIeXpYi",Insider Financial,01/09/2020,3,1,Tweet,,6,0,
GILD,"RT @InsidrFinancial : $RLFTF $CYDY $GILD $REGN

#rlf #rlftf #rlf100 #covid19 #pennystocks #news

https://t.co/orWJI0hchi",Mark Moon,01/09/2020,0,0,Retweet,,6,0,
GILD,"RT @wboscoho : No, $GILD should not b about #remdesivir (R) , at least not until it comes out w/ the inhaled ver. After a few starts &amp; stops, its ontology is coming into shape. R is just the gravy. That said, getting getting allowance to expand into earlier COVID , inhaled R will b game changer https://t.co/qblnlofRyl",Joe Gambiste,01/09/2020,0,0,Retweet,,1,0,
GILD,Short sale volume (not short interest) for $ABBV on 2020-08-31 is 53%. https://t.co/yR4dSlG9rp $GILD 35% $NBIX 59% $AZN 31% $BIIB 67%,shortvolumes,01/09/2020,0,0,Tweet,,0,0,
GILD,"????????????????
??
$AAPL
$IPHI
$GILD
$BNTX
$CRWD
$DOCU
$EBS
$ETSY
$FB
$FSLY
$HMY
$TDOC
$MRNA
$NVDA
$OKTA
$PLUG
$RPRX
$TSLA
$TSM
$VIR
$ZI
$ZM
$RKT
$ARCC
$NET

ETF
$SPYD
$HDV
$VYM
$VIG
$QQQ
$VGT

??????????????

#??????????",?????????????????,01/09/2020,14,2,Tweet,,1,0,
GILD,"No, $GILD should not b about #remdesivir (R) , at least not until it comes out w/ the inhaled ver. After a few starts &amp; stops, its ontology is coming into shape. R is just the gravy. That said, getting getting allowance to expand into earlier COVID , inhaled R will b game changer https://t.co/qblnlofRyl",Bosco,01/09/2020,0,1,Tweet,,1,0,
GILD,"RT @SurrogateCap : @FAT2FIT7 @InvestmentGuru_ Exactly - we discuss HBV data and LNP IP fight with $mrna ad nauseam but $abus covid-19 treatment cocktail could surprise everyone here due to its pan-covid targeted approach - Sofia being forward looking.  Updates should come soon
https://t.co/RR7FsEnslb

$bntx $pfe $gild https://t.co/cTUlsRl8U6",InvestmentGuru,01/09/2020,0,0,Retweet,,0,2,photo
GILD,"RT @jicchamatome : ?????? (???????????)

???
$RKT $RPRX $OKTA $ZM $CRWD $PLUG 

??
$EBS $MRNA $BNTX $VIR $LVGO $TDOC $IPHI $POWI $DKNG $WKHS $NKLA $LMT $WMT $COST $TSLA $NVDA $AMZN $APPL $FB $MSFT $ZI $AMD $SQ $NIO (?????????) $GOLD

??????
$GILD $FSLY $DDOG",?????16?,01/09/2020,0,0,Retweet,,0,0,
GILD,"@FAT2FIT7 @InvestmentGuru_ Exactly - we discuss HBV data and LNP IP fight with $mrna ad nauseam but $abus covid-19 treatment cocktail could surprise everyone here due to its pan-covid targeted approach - Sofia being forward looking.  Updates should come soon
https://t.co/RR7FsEnslb

$bntx $pfe $gild https://t.co/cTUlsRl8U6",??Surrogate Capital??,01/09/2020,3,2,Reply,,0,2,photo
GILD,"RT @InsidrFinancial : $CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",CORONABOARD GUINEE,01/09/2020,0,0,Retweet,,6,0,
GILD,"$CYDY $GILD $RLFTF $BCRX $JNJ $SRNE $IBIO

#cytodyn #fauci #whitehouse #news #covid19 #pennystocks

https://t.co/saSXft76gR",Insider Financial,01/09/2020,0,1,Tweet,,6,0,
GILD,"RT @InsidrFinancial : $RLFTF $CYDY $GILD $REGN

#rlf #rlftf #rlf100 #covid19 #pennystocks #news

https://t.co/orWJI0hchi",Mr. P,01/09/2020,0,0,Retweet,,6,0,
GILD,"$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT 
$GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM 
$GILD $USO $NVDA $ROKU $BYND $SNAP 

We will give 3 days free trail + quick alerts to get you on top of everyone and make $$$$$ 
@everyone
 https://t.co/62oRcKETI6
join us. https://t.co/UDztekWQqg",stock team,01/09/2020,0,0,Tweet,,0,1,photo
GILD,"$GILD's 10-day Moving Average crossed below its 50-day Moving Average on July 30, 2020. View odds for this and other indicators: https://t.co/Lw33iGAPs1 #GileadSciences #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/um6DvXchB5",Tickeron,01/09/2020,0,0,Tweet,,10,0,photo
GILD,"$BIIB, $ABBV, $GILD, $LLY, $AMGN were top gainers and $MRK, $JNJ, $BMY, $PFE top losers of yesterday on Drugs Manufactured. #healthcare #StockPicks #successfultradings #stocks #Markets #Options #bourse #dax30
#wallstreet #MakeMoneyonline #trading #Trader #learntotrade #Finance https://t.co/ZuVP3NthYd",Successful Tradings 2,01/09/2020,0,0,Tweet,,14,0,photo
GILD,@germantrader71 ...and vaccine plays short? $BNTX $CVAC $MRNA $GILD,dax50,01/09/2020,3,0,Reply,,0,1,
GILD,"$BCRX $GILD $CYDY $AZN $JNJ

#bcrx #biocryst #pennystocks #news #covid19

https://t.co/AQQBtP5H8J",Insider Financial,01/09/2020,1,1,Tweet,,5,0,
GILD,"RT @fklivestolearn : StocksToWatch:
$AAPL $TSLA $T $GILD $BLK $BYND $PHG $AIMT $GE $YUMC $UAL $BRK.B $AKCA $GNW $VNTR $CAN $GIGM $AFMD $VVPR $VIR $MOXC $BIGC $RGS $ODT $NIO #stocks #markets #stockstowatch 

@stanleychen0402 @gvalan @junjudapi @ProjectReaperPW @MommyTrades @dak970 @JGrobicki",peter chingonzo,01/09/2020,0,0,Retweet,,3,7,
GILD,"$GILD [Aug-14 73 Puts] up +160.00%  Alerted at $2.25  on Jul 24 2020  3:36PM Peak after alert $5.85 on 2020-08-10  
Daily Progress: https://t.co/5VIWB3XLtr",sleekOptions,01/09/2020,0,0,Tweet,,0,0,
GILD,"$GILD [Aug-14 73.5 Puts] up +195.19%  Alerted at $1.87  on Jul 28 2020  1:48PM Peak after alert $5.52 on 2020-08-14  
Daily Progress: https://t.co/lJs1MuCsro",sleekOptions,01/09/2020,0,0,Tweet,,0,0,
GILD,"Peak profit for the last 6 expired option alerts for $GILD 11.11 % | 195.19 % | 160.00 % | 175.78 % | -94.57 % | 233.33 % |   
https://t.co/yxGR27fJ7z https://t.co/iOttCfaLKU",sleekOptions,01/09/2020,0,0,Tweet,,0,0,photo
GILD,RT @sleekoptions : $GILD [Sep-04 69.00 Calls] Option volume Up +375.76% |  Volume: 628 vs 132|,NiceBot,01/09/2020,0,0,Retweet,,0,0,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",esther hankinson,01/09/2020,0,0,Retweet,,0,0,photo
GILD,$GILD [Sep-04 69.00 Calls] Option volume Up +375.76% |  Volume: 628 vs 132|,sleekOptions,01/09/2020,0,1,Tweet,,0,0,
GILD,"$GILD - Monthly performance of the algo based option alerts posted for GILD 
https://t.co/6mDF1CkHRP",sleekOptions,01/09/2020,0,0,Tweet,,0,0,
GILD,"$GILD - Last six months, 39 option alerts peaked above 100% after they were triggered by the algo  
https://t.co/yxGR27fJ7z https://t.co/HExrvve0JF",sleekOptions,01/09/2020,0,0,Tweet,,0,0,photo
GILD,"$GILD - View historical options performance for GILD 
https://t.co/yxGR27fJ7z https://t.co/IzLmVtpOnM",sleekOptions,01/09/2020,0,0,Tweet,,0,0,photo
GILD,"RT @jfais20 : $IMAB CC shows interest in CD47 space continues to heat up.  Keep in mind $GILD acquired $FTSV for $4.9B ($95.50/share) and there was another bidder at $79 (in other words, someone else was willing to pay up $4 billion for magrolimab). Let that sink in...  $ALXO $TRIL https://t.co/yNWvBKYoGW https://t.co/rnZkAkYVrU","`((,(Dieter 'Hovekamp)))",01/09/2020,0,0,Retweet,,0,0,photo
GILD,"Some profits from today's massive win. Cant make this up. Were changing lives everyday. Up to u

#SPY $SPY $TSLA #OptionsTrading #stocks $SHOP $AMZN $QQQ $AAPL $ES_F $SPX $QQQ $AAPL $AMZN $GOOGL $BA $BYND $NVDA $CGC $NKLA $ROKU $BABA $NTES $MSFT $GILD $GLD $HD $SPOT $SHOP $LRCX https://t.co/xS88ruL2d7",UNITED,01/09/2020,1,0,Tweet,,3,0,photo
GILD,"RT @BioSig_Tech : ""The antiviral remdesivir has been effective in treating #COVID19. Now doctors in #Austin are testing a second antiviral, merimepodib, that is given with remdesivir. $BSGM $MRK $GILD #Pharma #Healthcare #Coronavirus

Learn more here: https://t.co/HefE0W7B4b",Johnny,01/09/2020,0,0,Retweet,,5,0,
GILD,RT @pharmamaven : Some thoughts on the strategic $BSGM $45 million facility into the 5 @BioSig_Tech potential near term catalysts in this new 2020 trading environment as the $BSGM MMPD - $GILD remdesivir Ph 2 #COVID19 trial run by @MayoClinic COVID Chair concludes. $MRNA  https://t.co/AzDuCfAiRN,Johnny,01/09/2020,0,0,Retweet,,1,2,
GILD,"RT @BioSig_Tech : ""The antiviral remdesivir has been effective in treating #COVID19. Now doctors in #Austin are testing a second antiviral, merimepodib, that is given with remdesivir. $BSGM $MRK $GILD #Pharma #Healthcare #Coronavirus

Learn more here: https://t.co/HefE0W7B4b",StocksDiscovery,01/09/2020,0,0,Retweet,,5,0,
GILD,RT @pharmamaven : Some thoughts on the strategic $BSGM $45 million facility into the 5 @BioSig_Tech potential near term catalysts in this new 2020 trading environment as the $BSGM MMPD - $GILD remdesivir Ph 2 #COVID19 trial run by @MayoClinic COVID Chair concludes. $MRNA  https://t.co/AzDuCfAiRN,StocksDiscovery,01/09/2020,0,0,Retweet,,1,2,
GILD,"???????
??????
???????

??????
???
 $BNTX 
$EBS 
$GILD *

????
$AAPL
$HD 
$KO *
$PG 
$V 
$VOO 
$MRNA 
$POWI *
$CGC*
$ZI

???
$HMY ??????????

????
$RKT 

????????

*???????
$XPEV ???????????…",peach??,01/09/2020,0,0,Reply,,0,0,
GILD,Financial Contrast: Gilead Sciences $GILD versus Mymetics $MYMX https://t.co/lDy4SUGp4P,Daily Political,01/09/2020,0,0,Tweet,,0,0,
GILD,Financial Contrast: Gilead Sciences $GILD versus Mymetics $MYMX https://t.co/gFpXOQFSbj,Ticker Report,01/09/2020,0,0,Tweet,,0,0,
GILD,"RT @InsidrFinancial : $RLFTF $CYDY $GILD $REGN

#rlf #rlftf #rlf100 #covid19 #pennystocks #news

https://t.co/orWJI0hchi",CORONABOARD GUINEE,01/09/2020,0,0,Retweet,,6,0,
GILD,"$RLFTF $CYDY $GILD $REGN

#rlf #rlftf #rlf100 #covid19 #pennystocks #news

https://t.co/orWJI0hchi",Insider Financial,01/09/2020,7,4,Tweet,,6,0,
GILD,@jeremycyoung 200 millions have a barely a 6th grade English level PhD and their @POTUS so archives forever as @realDonaldTrump doesn’t not archives —- loopholed by @BarackObama and @BillClinton and his glass break act $GILD breaks $55,David Asem,01/09/2020,0,0,Reply,,0,5,
GILD,Let’s dump some @gilead $GILD and merge it with modernization of @fda,David Asem,01/09/2020,0,0,Tweet,,0,2,
GILD,2020-08-31 Short sale volume (not short interest) for $AMGN is 68%. https://t.co/udZXOA7QoF $ABT 34% $GILD 35% $GSK 58% $BIIB 67%,shortvolumes,01/09/2020,0,0,Tweet,,0,0,
GILD,"2020/8/31??????????

$AAPL $AMD $AMZN $BNTX $DIS $DOCU $EBS $FB $FSLY $GILD $LVGO $MRNA $PLUG $POWI $RPRX $SHOP $TDOC $TSLA

????? +11.65%??? 0.60%? https://t.co/rTPwzaxFGu",????@?????????NISA,01/09/2020,1,1,Reply,,0,0,photo
GILD,$GILD https://t.co/k7mW0x0t9J,Sivaji Muggari,01/09/2020,0,0,Tweet,,0,0,
GILD,"@Richard58611506 @MimedxGroupie @AuspexResearch @CoronaTurd @stevedoc22 @eosull @TomLandstreet @theand1prophecy @GooglePumpDump @InvestrClouseau @rossoscud Here a good scientific view about #remdesivir/#veklury. Other drugs are better, eg. #leronlimab. So $GILD, Dr. Fauci and @US_FDA have made to be responsible for the deaths since approval of remy by hiding other drugs and pressuring small competitors. https://t.co/r0ABZPCPrO",vivamiga,01/09/2020,2,1,Reply,,3,12,
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",Suzanne Biallot-Siebert,01/09/2020,0,0,Retweet,,0,0,photo
GILD,"RT @aaaamhim : $ITOX is the future. .0135 is a steal https://t.co/79oMJAdnfP????

$AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BA $IBIO $INO $AYTU $GNC $VISL $C https://t.co/kOJ0LUu15Z",Coder || Trader,01/09/2020,0,0,Retweet,,0,0,
GILD,"RT @aaaamhim : $ITOX working with fortune 100 auto company?

$SRNE $TGI $UCO $USO $XSPA $ZM $GILD $KTOV $COST $ADAP $NAK $CGC $DKNG $MNLO $AAL $MGM $AYTU $POAI $VISL $UAVS $MARK $LK $INO $VBIV $RMBL $NNDM $MVIS $NVAX $GILD $CODX $GPRO $MRNA $PLUG $AAL $MRSN $OEC $EIGI $METC $TGI $GRNQ $NK $GEVO https://t.co/lwhFKFcYDh",Coder || Trader,01/09/2020,0,0,Retweet,,0,0,
GILD,"Seeing some chatter that $GILD will sign a tremendous deal with the US government.

Unreal upside on this one.",Adam Shipwreck,01/09/2020,2,0,Tweet,,0,0,
GILD,"RT @jfais20 : $IMAB CC shows interest in CD47 space continues to heat up.  Keep in mind $GILD acquired $FTSV for $4.9B ($95.50/share) and there was another bidder at $79 (in other words, someone else was willing to pay up $4 billion for magrolimab). Let that sink in...  $ALXO $TRIL https://t.co/yNWvBKYoGW https://t.co/rnZkAkYVrU",Bruce Lee,01/09/2020,0,0,Retweet,,0,0,photo
GILD,"RT @jicchamatome : ????????????????????15????????35??????????????????????

???????: 
?????????????

???? 
$JNJ $V $AMGN $GOOG $BIIB $NVO $GILD $AAPL $UNP $NVS $T $KO $BAX $TMO $BDX $SYK $DIS $IDXX $WM",???,01/09/2020,0,0,Retweet,,0,0,
GILD,????????$MRNA $GILD $VMW???????????$TSLA??????…? https://t.co/GdcYw2OAjZ,???????????????,01/09/2020,0,0,Tweet,,0,0,photo
GILD,"RT @JamesTodaroMD : Despite efforts to promote Gilead’s Remdesivir as the “lifesaving treatment” for COVID-19, $GILD is back down to its pre-pandemic price.

The studies on Remdesivir never looked that great.

I guess investors eventually realized that Remdesivir wasn’t going to be in high demand. https://t.co/nX2WKanY2h",Mary Moore ????,01/09/2020,0,0,Retweet,,0,0,photo
GILD,"RT @TomLandstreet : What if COVID-19 was just a bad cold? An underdog Covid-19 therapeutic called Leronlimab, following statistically significant trial results, is set to change the course of the pandemic.

$cydy $gild #leronlimab $rlftf

https://t.co/gM8BgdJlu0",DoSomething,01/09/2020,0,0,Retweet,,1,0,
GILD,"$BCRX $GILD $REGN $AYTU $NVAX

#biocryst #gilead #bcrx #covid19 #pennystocks #news

https://t.co/NF6XpVeUGX",Insider Financial,01/09/2020,0,0,Tweet,,6,0,
GILD,RT @vivamiga1 : @Richard58611506 @MimedxGroupie @AuspexResearch @CoronaTurd @stevedoc22 @eosull @TomLandstreet @theand1prophecy @GooglePumpDump @InvestrClouseau @rossoscud You said that you know absolutely nothing about $GILD. Compare this with your last tweet.,Joe Gambiste,01/09/2020,0,0,Retweet,,0,11,
GILD,RT @AdamShipwreck : Gilead market cap so weak right now. Literally any other stock that's followed the Nasdaq could do a hostile takeover. $GILD $QQQ $WTFISGOINGONHERE,Joe Gambiste,01/09/2020,0,0,Retweet,,0,0,
GILD,RT @vivamiga1 : @Richard58611506 @MimedxGroupie @AuspexResearch @CoronaTurd @stevedoc22 @eosull @TomLandstreet @theand1prophecy @GooglePumpDump @InvestrClouseau @rossoscud The last sentence says enough that you are paid by $GILD for your posts.,Joe Gambiste,01/09/2020,0,0,Retweet,,0,11,
GILD,"RT @TomLandstreet : What if COVID-19 was just a bad cold? An underdog Covid-19 therapeutic called Leronlimab, following statistically significant trial results, is set to change the course of the pandemic.

$cydy $gild #leronlimab $rlftf

https://t.co/gM8BgdJlu0",Alphadogspartan,01/09/2020,0,0,Retweet,,1,0,
GILD,"RT @TomLandstreet : What if COVID-19 was just a bad cold? An underdog Covid-19 therapeutic called Leronlimab, following statistically significant trial results, is set to change the course of the pandemic.

$cydy $gild #leronlimab $rlftf

https://t.co/gM8BgdJlu0",gassin123charts,01/09/2020,0,0,Retweet,,1,0,
GILD,@Richard58611506 @MimedxGroupie @AuspexResearch @CoronaTurd @stevedoc22 @eosull @TomLandstreet @theand1prophecy @GooglePumpDump @InvestrClouseau @rossoscud You said that you know absolutely nothing about $GILD. Compare this with your last tweet.,vivamiga,01/09/2020,2,1,Reply,,0,11,
GILD,Gilead market cap so weak right now. Literally any other stock that's followed the Nasdaq could do a hostile takeover. $GILD $QQQ $WTFISGOINGONHERE,Adam Shipwreck,01/09/2020,1,1,Tweet,,0,0,
GILD,@Richard58611506 @MimedxGroupie @AuspexResearch @CoronaTurd @stevedoc22 @eosull @TomLandstreet @theand1prophecy @GooglePumpDump @InvestrClouseau @rossoscud The last sentence says enough that you are paid by $GILD for your posts.,vivamiga,01/09/2020,1,1,Reply,,0,11,
GILD,"RT @jfais20 : $IMAB CC shows interest in CD47 space continues to heat up.  Keep in mind $GILD acquired $FTSV for $4.9B ($95.50/share) and there was another bidder at $79 (in other words, someone else was willing to pay up $4 billion for magrolimab). Let that sink in...  $ALXO $TRIL https://t.co/yNWvBKYoGW https://t.co/rnZkAkYVrU",??Maximas??????????????????,01/09/2020,0,0,Retweet,,0,0,photo
GILD,"RT @aaaamhim : $ITOX is the future. .0129 is a steal https://t.co/79oMJAdnfP????

$AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BA $IBIO $INO $AYTU $GNC $VISL $C",Riabko Investments,01/09/2020,0,0,Retweet,,0,0,
